【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
坂井市,あまりそうは思わない,止まる駅がないから,あまりそうは思わない,,そうは思わない,,ややそう思う,観光客が増えれば経済効果も期待できると思うから,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 駐車場",3,3,,6,車がないと不便,6,,50～59歳,女性
福井市,そう思う,福井へ観光してくれる人が増えたと思う,ややそう思う,東京へのアクセスが便利,そう思う,福井の良さを分かってもらえる,そう思う,せっかく来たので満喫して欲しい,ややそう思う,何もない県なので活気づいて欲しいから,どちらともいえない,何をしているかよくわからない,どちらかと言えば好ましい,福井が活気づいて欲しい,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",福井をもっとよく知ってほしい,"騒音やごみの増加, 治安の悪化",外国人の方や文化の違いによる認識の違いが多そう,観光スポットを結ぶ交通機関,3,3,恐竜博物館しかメイン施設がない,5,もう少し娯楽や、子育て支援が欲しい,5,大阪方面のアクセスも良くして欲しい,40～49歳,女性
越前市,全くそうは思わない,電車での交通の便がかなり悪くなった,全くそうは思わない,利用目的が無い,全くそうは思わない,中国　韓国人は来てほしくない,全くそうは思わない,ルールが守れない人はお断り,あまりそうは思わない,各目的地が離れ過ぎている,まったく評価していない,何をPRしているかわからない,全く好ましくない,ルールを守れない外国人はいらない,特に効果は期待できない,治安が悪くなる,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安, その他",公務員が手一杯になりそう,その他,1,1,特に進めるものがない,5,普通と感じる,2,老後、金銭的不安,40～49歳,男性
坂井市,あまりそうは思わない,,全くそうは思わない,線路が近いので騒音が酷すぎます。相談しても対策してくれませんし。,あまりそうは思わない,最初は良い影響があるとは思いますが、福井県は魅力的な観光地や特産などの日本全国への売り込みが下手というか、少ないので、長い目で見るとあまり良くない影響になってしまうかもしれません。しかも、福井によく訪れていた関西方面からの利用が不便になってしまいましたし。,とてもそう思う,,とてもそう思う,,どちらかと言えば評価していない,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光案内所、観光ガイド, 駐車場, 体験施設",1,3,,7,,7,,50～59歳,男性
坂井市,全くそうは思わない,新幹線の利用は料金が高いので乗らない上にサンダーバードがなくなったことで関西圏からの旅行客が激減しているため結果マイナスになっていると思う,全くそうは思わない,車で移動するため関係なし,ややそう思う,県外から来てもらったほうがお金が回ると思うから,ややそう思う,歓迎したい気持ちはあるがゴミやマナーが守れていない人が多数いると感じるのでその対策は県としてしっかり行ってほしい,とてもそう思う,魅力のある県になってほしいと思うから,どちらともいえない,福井県在住の人にもっと恩恵のある取り組みを考えることで協力を得られ理解もしてもらいやすくなると思う,とても好ましい,福井県にお金が回れば若者を始めとした人口問題や高齢化問題が解決する糸口になるかもしれない,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, ガイドなど市民参加の場が広がる",とにかく県外の人から魅力ある県だから行きたい、移住したいと思われることでいろいろといい方向へ行くのではないかと思う,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",人が増えるといろいろな問題が出てくると思うがきちんとルールを守る、守らなければいけないという風土を作ることが最優先だと思う,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 駐車場",3,3,長年住んでいるがとにかく生活するには不便を感じずにいれている。福井県から県外に行きやすくする工夫やイベントを取り入れるといいかもしれない。ただやはり新幹線よりサンダーバードがあった方がよかったとすごく感じる。,7,暮らす分にはいいところ。外から呼ぶことも大事だと思うが福井県に住んでいるからこんなありがたい恩恵があったというものがあったらありがたい,5,五年じゃあまり変わらないと思う,30～39歳,男性
敦賀市,あまりそうは思わない,言うほど駅前も賑わってないし、相変わらずシャッターが降りているところが多い,あまりそうは思わない,特に関係がないから,あまりそうは思わない,県外車両の運転がおかしい,ややそう思う,,ややそう思う,,評価していない,空回りしているように感じる。どれもこれも恐竜、蟹、眼鏡でどうにかなると思っているようにしか見えない。,どちらともいえない,渋滞の元になるから,"観光客の消費によって飲食業や宿泊業が潤う, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",3,2,悪くもないけど、わざわざ来るほどか？と思う,6,,6,,30～39歳,女性
坂井市,とてもそう思う,経済効果,そう思う,移動時間の短縮,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 駐車場",3,3,,7,,7,,40～49歳,女性
鯖江市,全くそうは思わない,東京大阪名古屋、全て行きにくくなった,全くそうは思わない,影響なし,あまりそうは思わない,悪い影響の方が大きい,ややそう思う,,あまりそうは思わない,観光産業での地域作りはダメ,どちらともいえない,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, その他",1,3,,8,,8,,50～59歳,男性
永平寺町,ややそう思う,観光客の人が多くなった,あまりそうは思わない,公共交通機関が混雑するようになった(観光地周辺の),そうは思わない,お金が回ってるならいい。,ややそう思う,県外出身なので、あまり詳しくはないが、歓迎はしたいから。,そう思う,自然がいっぱいで見どころがたくさんあるから。,どちらかといえば評価している,地元より取り組みに熱心だと思うから。今ある資源を生かしているように思うから。,どちらかと言えば好ましい,増えすぎると嫌だけど(混雑、ゴミ問題等が起こるかもだから)、福井の資源が潤うのは好ましいから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,4,まだ3年しか住んでないけどいいところだと思ってるから,7,いいところだけど、車を持っていないと不便だから,5,県外に行くので福井在住ではなくなります。なのでこの評価にしました。,20～29歳,女性
永平寺町,そう思う,,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）",2,4,,5,,5,,50～59歳,女性
福井市,そう思う,東京まで行きやすくなった,あまりそうは思わない,,そうは思わない,,そう思う,,ややそう思う,,どちらともいえない,,好ましい,,"まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 駐車場",3,3,,5,,5,,40～49歳,女性
